city_roundroute,flt_ym,flt_count,prev_total,exbag_rev_total,cargow_total,cargo_rev_total,mail_rev_total,pax_total,avg_loadrate,avgPaxRev
Danang : Tokyo,2019-08,56,29397146976.0,37397230.8,11964.6,449326670.4,0.0,4489.8,0.7507022471910112,6547540.4196178
Danang : Tokyo,2019-09,56,25494348690.0,57325606.2,7561.8,306727867.2,0.0,4239.6,0.708868378812199,6013385.387772431
Danang : Tokyo,2019-10,59,26630504652.0,42891127.2,10840.2,381816518.4,0.0,4019.4,0.6378784993334603,6625492.524257352
Danang : Tokyo,2019-11,68,42158607570.0,119839459.2,8971.199999999999,317076953.4,0.0,5137.2,0.687313501565666,8206534.215136651
Danang : Tokyo,2019-12,57,29801851098.0,35843021.4,8130.6,304837716.0,0.0,4318.8,0.7086161605773104,6900493.446790775
Danang : Wuhan,2015-03,3,0.0,0.0,0.0,0.0,0.0,517.0,0.8791140144213608,0.0
Danang : Wuhan,2015-04,6,0.0,0.0,0.0,0.0,0.0,780.0,0.6827836081959021,0.0
Danang : Wuhan,2015-06,2,0.0,0.0,0.0,0.0,0.0,332.0,0.9021739130434783,0.0
Danang : Wuhan,2015-07,2,0.0,0.0,0.0,0.0,0.0,274.0,0.7445652173913044,0.0
Danang : Wuhan,2015-08,8,0.0,0.0,0.0,0.0,0.0,1051.0,0.6694219854358535,0.0
Danang : Wuhan,2015-09,2,0.0,0.0,0.0,0.0,0.0,296.0,0.8043478260869565,0.0
Danang : Wuhan,2015-10,6,0.0,0.0,0.0,0.0,0.0,722.0,0.6391491754122939,0.0
Danang : Wuhan,2015-11,19,8899258950.0,0.0,0.0,0.0,0.0,3043.0,0.8353783634498541,2924501.7909957278
Danang : Wuhan,2015-12,24,11693291420.0,0.0,0.0,0.0,0.0,4228.0,0.9250631380738202,2765679.1438032165
Danang : Wuhan,2016-01,24,11200462800.0,0.0,362.0,2485335.0,0.0,4086.0,0.9027205147426286,2741180.323054332
Danang : Wuhan,2016-02,16,7136000000.0,0.0,100.0,689516.0,0.0,3025.0,0.9313423645320197,2359008.26446281
Danang : Wuhan,2016-03,16,7136000000.0,0.0,0.0,0.0,0.0,3045.0,0.9375000000000001,2343513.9573070607
Danang : Wuhan,2016-04,17,7612000000.0,0.0,0.0,0.0,0.0,3248.0,0.9411764705882353,2343596.0591133004
Danang : Wuhan,2016-05,19,8475900000.0,0.0,0.0,0.0,0.0,3329.0,0.8631060409644803,2546079.9038750376
Danang : Wuhan,2016-06,7,3122700000.0,0.0,0.0,0.0,0.0,1255.0,0.8831808585503167,2488207.171314741
Danang : Xi'an,2015-01,11,0.0,2364000.0,0.0,0.0,0.0,1249.0,0.6051641387098659,0.0
Danang : Xi'an,2015-02,9,0.0,0.0,0.0,0.0,0.0,965.0,0.5627781347421528,0.0
Danang : Xi'an,2015-03,10,0.0,0.0,0.0,0.0,0.0,736.0,0.39638841293638893,0.0
Danang : Xi'an,2015-11,9,4647083940.0,0.0,0.0,0.0,0.0,1400.0,0.8454106280193237,3319345.6714285715
Danang : Xi'an,2015-12,20,10271310600.0,0.0,0.0,0.0,0.0,3555.0,0.9386405011779825,2889257.552742616
Danang : Xi'an,2016-11,17,8435790000.0,0.0,0.0,0.0,0.0,2013.0,0.5833091857432628,4190655.7377049183
Danang : Xi'an,2016-12,20,11479331000.0,0.0,0.0,0.0,0.0,2842.0,0.7,4039173.4693877553
Danang : Xi'an,2017-01,6,3483048000.0,0.0,0.0,0.0,0.0,703.0,0.5771756978653529,4954549.075391181
Danang : Xi'an,2017-05,15,8525625000.0,0.0,0.0,0.0,0.0,2776.0,0.9116584564860427,3071190.561959654
Danang : Xi'an,2017-06,24,13641000000.0,0.0,0.0,0.0,0.0,4452.0,0.9137931034482758,3064016.1725067385
Danang : Xi'an,2017-10,7,3567825000.0,0.0,0.0,0.0,0.0,887.0,0.6242083040112597,4022350.620067644
Danang : Xi'an,2017-11,23,11621795000.0,0.0,0.0,0.0,0.0,3394.0,0.7269222531591347,3424217.7371832645
Danang : Xi'an,2017-12,27,14499937500.0,0.0,0.0,0.0,0.0,5267.0,0.9609560299215473,2752978.4507309664
Danang : Xi'an,2018-01,2,1023525000.0,0.0,0.0,0.0,0.0,226.0,0.5566502463054187,4528871.681415929
Danang : Xi'an,2018-03,25,9706994000.0,0.0,0.0,0.0,0.0,4351.0,0.8573399014778325,2230980.0045966445
Danang : Xi'an,2018-04,26,10778120000.0,0.0,0.0,0.0,0.0,4859.0,0.9206138688897311,2218176.579543116
Danang : Xi'an,2018-05,23,11266277500.0,0.0,0.0,0.0,0.0,4573.0,0.9794388520025702,2463651.3229827248
Danang : Xi'an,2018-06,17,8480030000.0,0.0,0.0,0.0,0.0,3436.0,0.995653433787308,2467994.7613504073
Danang : Xi'an,2018-07,19,9313627500.0,0.0,0.0,0.0,0.0,2049.0,0.5312418978480684,4545450.219619326
Danang : Xi'an,2018-08,10,4911900000.0,0.0,0.0,0.0,0.0,1317.0,0.6487684729064039,3729612.7562642368
Danang : Xi'an,2019-06,8,4176000000.0,0.0,0.0,0.0,0.0,1612.0,0.9926108374384237,2590570.719602978
Danang : Xi'an,2019-11,11,5862010000.0,0.0,0.0,0.0,0.0,1588.0,0.7111509180474699,3691442.0654911837
Danang : Xi'an,2019-12,1,532910000.0,0.0,0.0,0.0,0.0,102.0,0.5024630541871922,5224607.843137255
Danang : Zunyi,2017-06,20,9549697260.0,0.0,0.0,0.0,0.0,1631.0,0.40172413793103445,5855117.878602085
Danang : Zunyi,2017-07,12,5729220000.0,0.0,0.0,0.0,0.0,1532.0,0.6288998357963875,3739699.7389033944
Danang : Zunyi,2017-08,25,11931596160.0,0.0,0.0,0.0,0.0,3216.0,0.6336945812807881,3710073.432835821
Danang : Zunyi,2017-09,4,1908900000.0,0.0,0.0,0.0,0.0,374.0,0.4605911330049261,5104010.695187165
Danang : Zunyi,2017-10,15,6681180000.0,0.0,0.0,0.0,0.0,2276.0,0.7474548440065683,2935492.0913884006
Danang : Zunyi,2018-03,17,7084746330.0,0.0,0.0,0.0,0.0,1527.0,0.4424804404520429,4639650.510805501
Danang : Zunyi,2018-04,14,5834342500.0,0.0,0.0,0.0,0.0,1271.0,0.44722026741731175,4590356.018882769
Danang : Zunyi,2018-05,1,416738750.0,0.0,0.0,0.0,0.0,127.0,0.625615763546798,3281407.4803149607
Ho Chi Minh City : Bangkok,2015-01,151,38882744544.0,3282117.872,150947.2,2333086927.2000003,1830493.6,19121.600000000002,0.8475479129250019,2033446.1835829634
Ho Chi Minh City : Bangkok,2015-02,164,40397737772.8,35678165.624,183495.2,3010558350.4,1595300.0,20252.0,0.8223258571209637,1994753.0008295479
Ho Chi Minh City : Bangkok,2015-03,179,41902234088.0,28743995.184,196000.0,3170587884.0,1565420.8000000003,21234.4,0.795431215743402,1973318.4873601324
Ho Chi Minh City : Bangkok,2015-04,173,46431471376.0,41967610.472,128533.6,2250745480.0,1758649.6,22531.2,0.8770799631591064,2060763.3581877574
Ho Chi Minh City : Bangkok,2015-05,173,46718363024.0,68817204.84,138730.4,2551807672.8,2324403.2,22573.600000000002,0.8659588611645245,2069601.792536414
Ho Chi Minh City : Bangkok,2015-06,170,38644052076.8,239258037.576,148513.6,2627931348.8,1550033.6,19983.2,0.7871545998080178,1933827.01853557
Ho Chi Minh City : Bangkok,2015-07,154,27814630212.8,5801515.848,152192.0,2680477609.6,2447100.0,14971.2,0.6466008972437339,1857875.8023939296
Ho Chi Minh City : Bangkok,2015-08,166,30192917148.8,13035415.072,195229.6,3007509506.4,1570518.4000000001,16209.6,0.6542199266985471,1862656.5213700521
Ho Chi Minh City : Bangkok,2015-09,167,33111316664.0,1704981.3280000002,179072.0,2850792448.0,2389900.8000000003,16971.2,0.6777807361493559,1951029.7836334496
Ho Chi Minh City : Bangkok,2015-10,177,36033669011.2,18760632.384,172127.2,2497328567.2000003,3271420.8000000003,18274.4,0.6947989552983118,1971811.3323118677
Ho Chi Minh City : Bangkok,2015-11,176,36974016320.0,116513954.264,186446.4,2291749323.2,1536695.2000000002,19257.6,0.7246951010577448,1919970.106347624
Ho Chi Minh City : Bangkok,2015-12,168,39401108696.0,112799669.04,171848.0,1979260828.8,2227170.4,18972.8,0.7406864169955838,2076715.5452015519
Ho Chi Minh City : Bangkok,2016-01,180,42262302080.0,121957111.328,228956.80000000002,2805470439.2,3550213.6,21196.0,0.7805248977303751,1993881.0190602
Ho Chi Minh City : Bangkok,2016-02,164,36815849880.0,153902209.792,203288.0,2576258354.4,3208702.4000000004,19566.4,0.7919804375207377,1881585.2624908003
Ho Chi Minh City : Bangkok,2016-03,177,40079823884.8,115941514.608,179970.4,2168714778.4,3793319.2,21368.0,0.8099410401037748,1875693.7422688133
Ho Chi Minh City : Bangkok,2016-04,173,40272578864.0,128755761.96800001,199090.4,2577183821.6,3729172.8000000003,22662.4,0.8880362354567157,1777065.926998023
Ho Chi Minh City : Bangkok,2016-05,177,47664136400.0,215434894.616,206336.80000000002,2643402590.4,4191935.2,24471.2,0.9348046190061647,1947764.572231848
Ho Chi Minh City : Bangkok,2016-06,167,41165097856.0,111385298.488,207058.40000000002,2573049877.6,1972121.6,22105.600000000002,0.8888090573277198,1862202.2408801387
Ho Chi Minh City : Bangkok,2016-07,180,34817391500.8,166902133.488,231756.80000000002,2582701885.6,0.0,19888.0,0.7444869392484068,1750673.3457763477
Ho Chi Minh City : Bangkok,2016-08,168,30102229756.8,80797690.336,256248.80000000002,3430023928.8,0.0,17068.0,0.6845829657688927,1763664.7385048042
Ho Chi Minh City : Bangkok,2016-09,171,33148512660.8,162450754.4,214368.80000000002,3127759067.2000003,0.0,17872.8,0.7079274015803904,1854690.5163600554
Ho Chi Minh City : Bangkok,2016-10,175,36566247376.0,338485744.8,239538.4,3262952354.4,0.0,19861.6,0.7704788456494064,1841052.4517662225
Ho Chi Minh City : Bangkok,2016-11,170,39113119638.4,204278102.4,229240.0,2915324404.0,14077008.8,20736.0,0.8171195607936755,1886242.2665123458
Ho Chi Minh City : Bangkok,2016-12,179,46737896104.0,122635065.60000001,215550.4,2748400372.0,13479995.2,22380.8,0.83712545578498,2088303.1930940808
Ho Chi Minh City : Bangkok,2017-01,175,42360091144.0,201114284.8,274058.4,3487948360.8,15327372.0,22352.8,0.853327204776424,1895068.6779284922
Ho Chi Minh City : Bangkok,2017-02,159,34961563904.0,207227507.2,267276.0,3345931812.0,10578795.200000001,18752.8,0.7964688061644698,1864338.3336888358
Ho Chi Minh City : Bangkok,2017-03,173,36238342504.0,198752409.6,222791.2,2726111520.8,16425759.200000001,19856.0,0.7729395781887122,1825057.539484287
Ho Chi Minh City : Bangkok,2017-04,172,43842377784.0,164821218.4,247826.40000000002,3024326012.0,0.0,21963.2,0.8656218028159761,1996174.40919356
Ho Chi Minh City : Bangkok,2017-05,176,49158870696.0,180541468.8,270477.60000000003,3488023625.6,12267889.600000001,23851.2,0.9035345229581327,2061064.8812638358
Ho Chi Minh City : Bangkok,2017-06,172,43375814696.0,223464204.0,253460.0,3140564743.2000003,17716538.4,22104.0,0.8595363046760617,1962351.370611654
Ho Chi Minh City : Bangkok,2017-07,172,35649599196.8,204614082.4,252960.80000000002,2993150820.0,13999564.8,19040.8,0.7433073744353327,1872274.2320070588
Ho Chi Minh City : Bangkok,2017-08,176,35545578280.0,190964105.6,276208.8,3196475008.8,12989208.0,19578.4,0.750222020264492,1815550.723246026
Ho Chi Minh City : Bangkok,2017-09,169,40616946856.0,152894348.8,303991.2,3319763226.4,1072744.0,20569.6,0.8259039146786176,1974610.4375388925
Ho Chi Minh City : Bangkok,2017-10,178,45029701872.0,225336157.6,259683.2,3078587256.0,274620.8,22328.0,0.8370234424196814,2016736.9165173774
Ho Chi Minh City : Bangkok,2017-11,168,41602098400.0,180664307.2,205320.80000000002,2382956298.4,13994958.4,20648.0,0.8260750386100232,2014824.6028671057
Ho Chi Minh City : Bangkok,2017-12,173,49796959320.0,144988442.4,187201.6,2359173657.6,14662405.6,21968.8,0.8565000847909209,2266712.761734824
Ho Chi Minh City : Bangkok,2018-01,175,51970255328.0,224660564.8,234932.0,3058348941.6,39859392.0,23388.0,0.9057283499960636,2222090.616042415
Ho Chi Minh City : Bangkok,2018-02,163,44368186000.0,141584316.0,236652.0,2992227059.2000003,194920.8,20645.600000000002,0.8523175357785859,2149038.3423102256
Ho Chi Minh City : Bangkok,2018-03,170,42134091096.0,185345712.8,256627.2,3157638656.0,51816.8,21054.4,0.8358273505820972,2001201.2261570026
Ho Chi Minh City : Bangkok,2018-04,163,48306619040.0,112103440.0,232113.6,2955227492.8,166278.4,22464.0,0.923748845894338,2150401.4886039887
Ho Chi Minh City : Bangkok,2018-05,170,57846825288.0,225134474.4,246031.2,2920190171.2000003,206252.0,24195.2,0.956343107716277,2390838.897301944
Ho Chi Minh City : Bangkok,2018-06,167,49860742240.0,429725035.2,253554.40000000002,3108785985.6,190444.8,21598.4,0.8711875361758765,2308538.699162901
Ho Chi Minh City : Bangkok,2018-07,174,43851175560.0,199633766.4,286324.0,3316414052.0,2799812.0,19832.0,0.7659943361606406,2211132.289229528
Ho Chi Minh City : Bangkok,2018-08,179,42940936176.0,124478350.4,294286.4,3631908672.0,11006260.0,20954.4,0.7823219018556399,2049256.2982476233
Ho Chi Minh City : Bangkok,2018-09,170,46331412200.0,189470932.8,313392.8,3780968858.4,13456940.000000002,21710.4,0.8580519395905862,2134065.3419559286
Ho Chi Minh City : Bangkok,2018-10,179,49807856712.0,207228333.6,305212.8,3756748083.2000003,17335321.6,22956.0,0.8480065157437154,2169709.736539467
Ho Chi Minh City : Bangkok,2018-11,165,45640220472.0,244188070.4,232753.6,3001943513.6,268294635.2,21092.8,0.8615285801576084,2163781.9764090115
Ho Chi Minh City : Bangkok,2018-12,178,55149350464.0,188778805.6,238641.6,2883532780.0,53987898.400000006,23250.4,0.8816671665114292,2371974.2655610223
Ho Chi Minh City : Bangkok,2019-01,176,47875720448.0,239128707.2,290146.4,3891663712.8,169992637.6,22556.0,0.8551353174072832,2122527.06366377
Ho Chi Minh City : Bangkok,2019-02,157,42829263576.0,167204610.4,472407.2,5441866220.8,104397230.4,20385.600000000002,0.7420904191245309,2100956.732987991
Ho Chi Minh City : Bangkok,2019-03,173,42324569235.2,204689507.2,492016.8,5581709999.2,133782940.8,20388.8,0.7144006996761245,2075873.4812838421
Ho Chi Minh City : Bangkok,2019-04,171,53404173664.0,327966501.6,646258.4,6765415664.8,109069673.6,24780.0,0.8448931421668593,2155132.109120258
Ho Chi Minh City : Bangkok,2019-05,178,62553812688.0,226874910.4,587671.2,6647530016.0,71629785.6,27737.600000000002,0.8922681789247625,2255199.1768574063
Ho Chi Minh City : Bangkok,2019-06,166,46568253040.0,632543302.4,369093.60000000003,4275297602.4,18054702.4,22483.2,0.8328888873090536,2071246.665955024
Ho Chi Minh City : Bangkok,2019-07,178,42173962632.0,1037079556.8,480396.0,5743655496.0,7631284.8,21607.2,0.7517599360212174,1951847.6541152948
Ho Chi Minh City : Bangkok,2019-08,175,35663398571.2,1025275372.0,433525.60000000003,5258435146.4,5795262.4,20403.2,0.7057121687273571,1747931.6269604766
Ho Chi Minh City : Bangkok,2019-09,169,44957711688.0,1057866047.2,446204.0,5080985982.4,702464.8,23540.8,0.8002095843813428,1909778.41398763
Ho Chi Minh City : Bangkok,2019-10,174,40890596080.0,1085350897.6,441773.60000000003,4958567040.8,9387330.4,22748.8,0.7484005124309407,1797483.6510057673
Ho Chi Minh City : Bangkok,2019-11,170,45091712292.8,859103266.4,329773.60000000003,3701035514.4,0.0,22623.2,0.7892128407645149,1993162.4302839565
Ho Chi Minh City : Bangkok,2019-12,130,28801183032.0,572299445.6,432539.2,4932895711.2,60019.200000000004,14605.6,0.6485845593519766,1971927.4135947856
Ho Chi Minh City : Busan,2015-01,59,54109123630.0,223913891.2,23635.0,664394340.0,0.0,9671.0,0.8483479204707574,5594987.450108572
Ho Chi Minh City : Busan,2015-02,53,46557865910.0,242048297.0,20043.0,636348639.0,0.0,9018.0,0.8965835478487171,5162770.670880461
Ho Chi Minh City : Busan,2015-03,60,51008824840.0,191201549.5,23315.0,763759765.0,0.0,9537.0,0.8240379810094952,5348518.909510328
Ho Chi Minh City : Busan,2015-04,56,45386042930.0,426124447.9,20251.0,718465599.0,0.0,8608.0,0.8038386737753572,5272542.16194238
Ho Chi Minh City : Busan,2015-05,59,57823616950.0,355318195.28,19304.0,669910085.0,0.0,9886.0,0.8680577991875733,5849040.759660126
Ho Chi Minh City : Busan,2015-06,53,57655870710.0,229712896.5,19323.0,697932204.0,0.0,9880.0,0.9337262828429294,5835614.444331984
Ho Chi Minh City : Busan,2015-07,60,47574995610.0,226726540.28,33604.0,995092917.0,0.0,9540.0,0.8391969193974441,4986896.814465409
Ho Chi Minh City : Busan,2015-08,58,52264113870.0,251144972.0,20020.0,714525890.0,0.0,10112.0,0.9075076070339215,5168523.919106012
Ho Chi Minh City : Busan,2015-09,54,50910055210.0,185661346.0,19334.0,601219844.0,0.0,9366.0,0.8985854295074686,5435624.08819133
Ho Chi Minh City : Busan,2015-10,56,54762283720.0,220779455.0,18617.0,664053489.0,0.0,9817.0,0.905339262766576,5578311.471936436
Ho Chi Minh City : Busan,2015-11,78,77865845016.0,366772724.45,16522.0,415349426.0,0.0,13080.0,0.8819594323717262,5953046.255045871
Ho Chi Minh City : Busan,2015-12,83,80006915810.0,571968336.75,10576.0,223218644.0,0.0,13787.0,0.8676830904685352,5803069.254370059
Ho Chi Minh City : Busan,2016-01,81,58355064450.0,413815392.0,22402.0,607059143.0,0.0,11391.0,0.7237670847116124,5122909.705030287
Ho Chi Minh City : Busan,2016-02,73,49867565720.0,371809246.28,18814.0,585530429.0,0.0,10907.0,0.7798023688742712,4572069.837718897
Ho Chi Minh City : Busan,2016-03,63,53593818020.0,380165478.3,143881.0,2071801570.0,0.0,12027.0,0.7398015814863781,4456125.219921842
Ho Chi Minh City : Busan,2016-04,56,49069125170.0,153137972.61,130974.0,1820443946.0,0.0,12561.0,0.8336364007845701,3906466.4572884324
Ho Chi Minh City : Busan,2016-05,61,69555705190.0,389674791.9,176688.0,2555623033.0,0.0,15046.0,0.909312260784816,4622870.210687226
Ho Chi Minh City : Busan,2016-06,55,72164165780.0,378587861.4,146508.0,2078363873.0,0.0,13909.0,0.9258990412835061,5188307.267237041
Ho Chi Minh City : Busan,2016-07,58,57115868000.0,541865986.9,199498.0,3130006916.0,0.0,13418.0,0.8456994304297825,4256660.307050231
Ho Chi Minh City : Busan,2016-08,58,58084612200.0,436828011.35,262815.0,4536250799.0,0.0,13855.0,0.8880963702401252,4192321.3424756406
Ho Chi Minh City : Busan,2016-09,57,62734726330.0,496727091.8,173164.0,2507245327.0,0.0,13613.0,0.8801858067667957,4608442.395504298
Ho Chi Minh City : Busan,2016-10,60,77360272740.0,470089368.0,252505.0,3902897428.0,0.0,15221.0,0.9213158826434115,5082469.794363051
Ho Chi Minh City : Busan,2016-11,58,93996082610.0,677544887.0,170489.0,2581987183.0,0.0,14909.0,0.9215649812512533,6304653.740022805
Ho Chi Minh City : Busan,2016-12,55,85790378730.0,425837406.0,229110.0,3479818417.0,0.0,13804.0,0.897940603937027,6214892.692697769
Ho Chi Minh City : Busan,2017-01,54,69416321200.0,375269992.0,309441.0,5639979669.0,0.0,13362.0,0.8898705096073518,5195054.722346954
Ho Chi Minh City : Busan,2017-02,51,64131606290.0,232151099.0,276037.0,5240755421.0,0.0,14021.0,0.98968745392894,4573968.068611369
Ho Chi Minh City : Busan,2017-03,58,70833131040.0,449204341.0,217341.0,3381807699.0,0.0,15045.0,0.9400751108639437,4708084.482552343
Ho Chi Minh City : Busan,2017-04,58,64007440270.0,352661837.0,213911.0,3499611208.0,0.0,14990.0,0.9247018408089189,4270009.357571715
Ho Chi Minh City : Busan,2017-05,55,71167712150.0,358780091.0,227831.0,3277303822.0,0.0,14262.0,0.9270027341079973,4990023.289160006
Ho Chi Minh City : Busan,2017-06,58,82813342140.0,429717183.0,264148.0,3784590679.0,0.0,15496.0,0.9600725952813067,5344175.409137842
Ho Chi Minh City : Busan,2017-07,58,67484605010.0,458122012.0,374098.0,5712203784.0,0.0,15242.0,0.9459890436555122,4427542.645978218
Ho Chi Minh City : Busan,2017-08,59,78141557920.0,369373445.0,262917.0,4106950361.0,0.0,14970.0,0.9192782065702206,5219876.948563795
Ho Chi Minh City : Busan,2017-09,56,83114657640.0,708546356.0,251510.0,3749371723.0,0.0,15262.0,0.9729948407318061,5445856.22067881
Ho Chi Minh City : Busan,2017-10,58,89974239950.0,650406088.0,329699.0,5084848110.0,0.0,15193.0,0.9326627230881047,5922085.167511354
Ho Chi Minh City : Busan,2017-11,56,101843280900.0,433677526.0,280004.0,4573515540.0,0.0,14986.0,0.9574046723952739,6795894.895235553
Ho Chi Minh City : Busan,2017-12,59,109642340200.0,662203504.0,194203.0,3646800931.0,0.0,15383.0,0.9311743341404358,7127500.500552558
Ho Chi Minh City : Busan,2018-01,58,87888587760.0,415786530.0,357061.0,6691343319.0,0.0,14685.0,0.9067367932267072,5984922.557711951
Ho Chi Minh City : Busan,2018-02,53,78231622260.0,196387548.0,227792.0,4242277664.0,0.0,13895.0,0.9372038587033622,5630199.51493343
Ho Chi Minh City : Busan,2018-03,58,76366992940.0,595017631.0,266689.0,4989100709.0,0.0,13950.0,0.8589901477832512,5474336.411469534
Ho Chi Minh City : Busan,2018-04,55,72542553500.0,223749748.0,223970.0,3929044168.0,0.0,13445.0,0.8794089196619489,5395504.165117144
Ho Chi Minh City : Busan,2018-05,59,88944921000.0,603811494.0,251785.0,4172806148.0,0.0,14743.0,0.8907910927638629,6033027.267177643
Ho Chi Minh City : Busan,2018-06,56,92028975700.0,473798499.0,232250.0,3847174254.0,0.0,14374.0,0.9040534041485447,6402461.089467093
Ho Chi Minh City : Busan,2018-07,60,81763060070.0,534440301.0,363126.0,6413187455.0,0.0,14350.0,0.8541666666666666,5697774.220905923
Ho Chi Minh City : Busan,2018-08,55,84507812200.0,265570997.0,275643.0,4565529617.0,0.0,14648.0,0.9386510786086936,5769238.95412343
Ho Chi Minh City : Busan,2018-09,56,91250944300.0,274836565.0,263314.0,4450758870.0,0.0,14800.0,0.942525642524008,6165604.344594595
Ho Chi Minh City : Busan,2018-10,57,95670076400.0,271395394.0,306106.0,5080690822.0,0.0,15098.0,0.9459899749373434,6336605.934560869
Ho Chi Minh City : Busan,2018-11,56,107963498200.0,232826685.0,251887.0,4014700435.0,0.0,14809.0,0.9412776919860347,7290397.6095617525
Ho Chi Minh City : Busan,2018-12,58,111577250240.0,620298729.0,256219.0,4359608737.0,0.0,14693.0,0.9047413793103448,7593905.277342953
Ho Chi Minh City : Busan,2019-01,61,91966394540.0,350329056.0,388460.0,6979047590.0,0.0,15370.0,0.8998829039812647,5983499.970071568
Ho Chi Minh City : Busan,2019-02,55,75820183190.0,258135702.0,360693.0,6703426032.0,0.0,14554.0,0.945064935064935,5209576.967843892
Ho Chi Minh City : Busan,2019-03,57,72730297320.0,286160033.0,350101.0,5951508866.0,0.0,14014.0,0.845622252352192,5189831.40573712
Ho Chi Minh City : Busan,2019-04,57,81214311800.0,238590483.0,376267.0,5239884706.0,0.0,15342.0,0.8824849007765315,5293593.521053318
Ho Chi Minh City : Busan,2019-05,56,85453543700.0,329180095.0,283545.0,4328084171.0,0.0,15677.0,0.9178571428571428,5450886.247368757
Ho Chi Minh City : Busan,2019-06,57,92950587700.0,258900585.0,311447.0,4189980372.0,0.0,15806.0,0.9292699557423443,5880715.4055421995
Ho Chi Minh City : Busan,2019-07,60,81338507600.0,377332311.0,347429.0,4759992696.0,0.0,17619.0,0.8300430069799495,4616522.367898292
Ho Chi Minh City : Busan,2019-08,58,84618368860.0,380295166.0,382781.0,4821008860.0,0.0,18919.0,0.9010830299824198,4472666.042602674
Ho Chi Minh City : Busan,2019-09,57,92077174200.0,350986111.0,429734.0,5301278024.0,0.0,19016.0,0.9090300683589082,4842089.514093395
Ho Chi Minh City : Busan,2019-10,59,104248947560.0,491904104.0,481909.0,5571540949.0,0.0,19884.0,0.9183023137671454,5242855.942466305
Ho Chi Minh City : Busan,2019-11,53,108193109340.0,408632370.0,260586.0,3462339108.0,0.0,15970.0,0.8234536416927621,6774772.031308704
Ho Chi Minh City : Busan,2019-12,61,81993124990.0,405674697.0,296529.0,3841186600.0,0.0,12346.0,0.7313867435527419,6641270.45115827
Ho Chi Minh City : Denpasar,2019-08,6,1363965396.0,733786.0,0.0,0.0,0.0,632.0,0.572463768115942,2158173.094936709
Ho Chi Minh City : Denpasar,2019-09,34,8401694510.0,23887603.0,0.0,0.0,0.0,4345.0,0.6941834560247966,1933646.6075949366
Ho Chi Minh City : Denpasar,2019-10,37,11547143979.0,37800250.0,0.0,0.0,0.0,4892.0,0.7185663924794359,2360413.732420278
Ho Chi Minh City : Denpasar,2019-11,40,15975372710.0,69789590.0,0.0,0.0,0.0,5660.0,0.7690217391304348,2822504.012367491
Ho Chi Minh City : Denpasar,2019-12,41,11814037487.4,61876704.0,25010.0,420629824.0,0.0,4692.0,0.6200156073355093,2517910.8029411766
Ho Chi Minh City : Frankfurt,2015-01,29,57660045120.0,6520886.8,217297.6,10895287728.0,319630.4,6129.6,0.8585055690111365,9406820.203602193
Ho Chi Minh City : Frankfurt,2015-02,22,38059880640.0,23286339.84,151346.4,8043778872.0,66564.0,4372.0,0.8068309993454675,8705370.686184812
Ho Chi Minh City : Frankfurt,2015-03,28,40713969792.0,82736420.0,214768.80000000002,10773889032.0,86452.79999999999,4997.6,0.7235392844718925,8146704.37650072
Ho Chi Minh City : Frankfurt,2015-04,21,32143272056.0,109884648.76,169686.4,8583233592.0,265088.0,4008.8,0.775994755343922,8018178.022350828
Ho Chi Minh City : Frankfurt,2015-05,25,49500122160.0,209245680.48,192166.40000000002,8397747056.0,845316.8,5684.0,0.924663567460443,8708677.368050668
Ho Chi Minh City : Frankfurt,2015-06,26,56470990160.0,117015205.52,201582.40000000002,8957026520.0,127616.0,6077.6,0.950336071695295,9291659.562985389
Ho Chi Minh City : Frankfurt,2015-07,28,48405877440.0,27628024.0,230688.80000000002,11288499944.0,172440.0,5735.2,0.8323187122481894,8440137.64820756
Ho Chi Minh City : Frankfurt,2015-08,30,55551755440.0,62128972.4,255670.4,12512987856.0,222209.6,5771.2,0.7870917781214158,9625685.375658441
Ho Chi Minh City : Frankfurt,2015-09,29,60527530640.0,18563430.4,285836.8,13876017784.0,464707.2,5600.0,0.8416120173345004,10808487.614285715
Ho Chi Minh City : Frankfurt,2015-10,30,51946433280.0,32062876.4,262099.2,12172354928.0,613155.2,5540.0,0.8187296650801625,9376612.505415162
Ho Chi Minh City : Frankfurt,2015-11,28,55671068640.0,194743634.4,254841.6,10614771400.0,972222.4,5252.0,0.8387912613890836,10599974.98857578
Ho Chi Minh City : Frankfurt,2015-12,29,55322095440.0,252828602.0,302319.2,11020864656.0,247632.0,5392.0,0.8287547768373742,10260032.537091987
Ho Chi Minh City : Frankfurt,2016-01,28,58347631360.0,156615701.12,321033.6,12375492376.0,1283515.2,5449.6,0.8795312740388724,10706773.223722842
Ho Chi Minh City : Frankfurt,2016-02,26,45717905328.0,126818313.84,282310.4,10499521152.0,1095019.2,4488.8,0.7786376727195926,10184883.560862591
Ho Chi Minh City : Frankfurt,2016-03,26,33894723280.0,186149705.84,272876.8,9696337624.0,682915.2000000001,3734.4,0.6499726480480816,9076350.492716366
Ho Chi Minh City : Frankfurt,2016-04,26,38503347120.0,212549819.6,284204.0,10262860456.0,3843840.0,4279.2,0.7443626092498344,8997790.970274817
Ho Chi Minh City : Frankfurt,2016-05,26,48556900800.0,244287178.8,267676.0,8738885784.0,942163.2000000001,5042.4,0.8675547174444069,9629720.133269873
